id,iddepto,nomdepto,idmpio,nompio,codigohabilitacion,nombre,nitsnit,ese,direccion,direccionorig,telefono,najunombre,numerosedeprincipal,latitude,longitude,Localidad
1585,11,Bogotá D.C,11001,BOGOTÁ,"1,100,137,873",UNIVERSALUD DE COLOMBIA IPS S.A.S,"901,471,322",,CARRERA 7C BIS # 139- 18 OFICINAS 411 Y 401,CARRERA 7C BIS # 139- 18 OFICINAS 411 Y 401,3134227500,Privada,1,4.7294102,-74.0268398,Usaquén
1586,11,Bogotá D.C,11001,BOGOTÁ,"1,100,137,879",MEDICAL JJUST SAS,"901,405,647",,Carrera 20 C 72 A 14 Piso 1 Consultorio 1 Consultorio 2,Carrera 20 C 72 A 14 Piso 1 Consultorio 1 Consultorio 2,3167567896,Privada,1,4.5632778,-74.1478543,Ciudad Bolivar
1588,11,Bogotá D.C,11001,BOGOTÁ,"1,100,137,883",TUSALUD LABORAL IPS SAS,"901,446,976",,Carrera 20 C 72 A 14 Piso 1  Consultorio 3 Piso 2 Consultorio  4-5-6-7-8,Carrera 20 C 72 A 14 Piso 1  Consultorio 3 Piso 2 Consultorio  4-5-6-7-8,3166505339,Privada,1,4.5632778,-74.1478543,Ciudad Bolivar
1589,11,Bogotá D.C,11001,BOGOTÁ,"1,100,137,904",SERVICIOS MÉDICOS ESPECIALIZADOS NEUROSALUD SAS NEUROSALUD I.S.P. S.A.S,"901,449,734",,AK 45 N° 100-48 Local 3,AK 45 N° 100-48 Local 3,3212266370,Privada,1,4.63509085,-74.07519203729908,Teusaquillo
1590,11,Bogotá D.C,11001,BOGOTÁ,"1,100,137,914",CUIDARPLUS SAS SIGLA CUIDARPLUS,"901,521,208",,Calle 140 11 45 Consultorio 311,Calle 140 11 45 Consultorio 311,3134965171,Privada,1,4.7462654,-74.1074851,Suba
1592,11,Bogotá D.C,11001,BOGOTÁ,"1,100,137,928",IPS UNIVERSITARIA DE COLOMBIA SAS,"901,531,597",,CL 34 # 5 - 89,CL 34 # 5 - 89,3108731876,Privada,1,4.6247088,-74.0789546,Teusaquillo
1593,11,Bogotá D.C,11001,BOGOTÁ,"1,100,137,964",JM HEALTH GROUP SAS,"901,487,217",,CALLE 77 58 23 PISO 1,CALLE 77 58 23 PISO 1,3136543518,Privada,1,4.7097143,-74.1153587,Engativá
1594,11,Bogotá D.C,11001,BOGOTÁ,"1,100,137,965",COLVIDA EN CASA S.A.S. SIGLA COLVIDA EN CASA,"901,280,534",,CALLE 67D #59-25 PISO 1,CALLE 67D #59-25 PISO 1,7522841,Privada,1,4.6744899,-74.0869423,Barrios Unidos
1595,11,Bogotá D.C,11001,BOGOTÁ,"1,100,138,004",ALIANZA SALUD LABORAL SAS,"901,488,866",,Avenida Carrera 19 # 95-55 Consultorio 310,Avenida Carrera 19 # 95-55 Consultorio 310,3202820651,Privada,1,4.5620929,-74.1387157,Ciudad Bolivar
1596,11,Bogotá D.C,11001,BOGOTÁ,"1,100,138,040",VAE MEDICINA Y BIENESTAR INTEGRAL IPS SAS,"901,494,894",,Avenida Calle 127 # 20 16 Consultorios 202 - 216 - 217 -  218 Edificio Pluss  127,Avenida Calle 127 # 20 16 Consultorios 202 - 216 - 217 -  218 Edificio Pluss  127,7032295,Privada,1,4.7068353,-74.0545386,Suba
1597,11,Bogotá D.C,11001,BOGOTÁ,"1,100,138,044",ESPECIALISTAS EN SALUD MENTAL S.A.S,"901,360,618",,KR 7 C bis# 139 - 18 OF 506,KR 7 C bis# 139 - 18 OF 506,3203379561,Privada,1,4.7294102,-74.0268398,Usaquén
1598,11,Bogotá D.C,11001,BOGOTÁ,"1,100,138,064",VIP SALUD OCUPACIONAL SAS,"901,434,471",,CARRERA 28 A N° 51-70 PISO 1,CARRERA 28 A N° 51-70 PISO 1,9427086,Privada,1,4.5859966,-74.1220493,Rafael Uribe Uribe
1599,11,Bogotá D.C,11001,BOGOTÁ,"1,100,138,094",SOLUCIONES EN SALUD ATIEMPO SAS,"901,480,325",,Transversal 85 63 C 06 Local 1,Transversal 85 63 C 06 Local 1,9231182,Privada,1,4.683613,-74.1111177,Engativá
1601,11,Bogotá D.C,11001,BOGOTÁ,"1,100,138,139",DOMSALUD DEL META S.A.S SIGLA: DOMSALUD S.A.S,"900,310,945",,Carrera 56 No. 09-17 Piso 2 Oficina 203,Carrera 56 No. 09-17 Piso 2 Oficina 203,3123277621,Privada,1,4.7585615,-74.054856,Suba
1602,11,Bogotá D.C,11001,BOGOTÁ,"1,100,138,158",IPS EN SALUD SAS,"901,467,404",,KR 21 # 23 26 SUR,KR 21 # 23 26 SUR,2727690,Privada,1,4.5783339,-74.1175776,Rafael Uribe Uribe
1603,11,Bogotá D.C,11001,BOGOTÁ,"1,100,138,162",HOSPICLAB SAS,"901,503,917",,Cra. 49 N° 98A-17 Pi 1,Cra. 49 N° 98A-17 Pi 1,3146096180,Privada,1,4.7580761,-74.0477338,Suba
1606,11,Bogotá D.C,11001,BOGOTÁ,"1,100,138,266",INMUNOPRINT SAS,"900,550,755",,Cra 16 # 82 - 95 CS 302,Cra 16 # 82 - 95 CS 302,7630221,Privada,1,4.5902581,-74.0944554,Antonio Nariño
1607,11,Bogotá D.C,11001,BOGOTÁ,"1,100,138,273",BENESSERE S.A.S.,"901,020,041",,Cra. 14A  127-15 piso 3,Cra. 14A  127-15 piso 3,3205841232,Privada,1,4.589418,-74.0927114,Antonio Nariño
5,11,Bogotá D.C,11001,BOGOTÁ,"1,100,100,218",SERVICIOS MEDICOS YUNIS TURBAY Y CIA SAS,"860,529,151",NO,"CALLE 86B # 49D-28 CONSULTORIO 301,302,303,304,305,401,402,403,404,405 - Barrio:PATRIA","CALLE 86B # 49D-28 CONSULTORIO 301,302,303,304,305,401,402,403,404,405 - Barrio:PATRIA",2329622,Privada,2,4.6772705,-74.0661221,Barrios Unidos
19,11,Bogotá D.C,11001,BOGOTÁ,"1,100,100,923",UNIDAD DERMATOLOGICA DE FOTOTERAPIA SAS,"800,207,897",NO,Transversal 55 98 A 66 Oficina 405 Centro Comercial Iserra 100,Transversal 55 98 A 66 Oficina 405 Centro Comercial Iserra 100,2566374,Privada,1,4.688057,-74.0645378,Barrios Unidos
25,11,Bogotá D.C,11001,BOGOTÁ,"1,100,101,095",LABORATORIO CLINICO ENDOCRINO Y CIA SAS,"830,055,667",NO,CARRERA 17A  NUMERO 119A - 42,CARRERA 17A  NUMERO 119A - 42,6205048,Privada,1,4.7001573,-74.0462582,Usaquén
29,11,Bogotá D.C,11001,BOGOTÁ,"1,100,101,401",REHABILITAMOS LTDA,"800,219,532",NO,AVENIDA 19 # 102-53 CONSULTORIO 301,AVENIDA 19 # 102-53 CONSULTORIO 301,6169363,Privada,1,4.6884141,-74.051998,Usaquén
40,11,Bogotá D.C,11001,BOGOTÁ,"1,100,101,755",FUNDACION INTEGRACION SOCIAL Y DESARROLLO COMUNITARIO FISDECO,"860,047,327",NO,CALLE 69 C SUR # 17 F 11,CALLE 69 C SUR # 17 F 11,7902475,Privada,1,4.548642,-74.1397999,Ciudad Bolivar
50,11,Bogotá D.C,11001,BOGOTÁ,"1,100,102,039",NEW SMILE CLINICA ODONTOLOGICA E.U.,"830,080,894",NO,TRANSVERSAL 60 No. 127D-06 PISO 2,TRANSVERSAL 60 No. 127D-06 PISO 2,2715117 2539473,Privada,2,4.7132578,-74.072273,Suba
54,11,Bogotá D.C,11001,BOGOTÁ,"1,100,102,317",IMEVI SAS,"830,027,558",NO,"CL 99 NO. 49 - 38, PISO 4 - Barrio:LA CASTELLANA","CL 99 NO. 49 - 38, PISO 4 - Barrio:LA CASTELLANA",7462749,Privada,24,4.687353,-74.06203579999999,Barrios Unidos
57,11,Bogotá D.C,11001,BOGOTÁ,"1,100,102,344","ASOCIACION COLOMBIANA DE PADRES CON HIJOS ESPECIALES """"ACPHES""""""","800,054,299",NO,Calle 186 Nº 7a-57,Calle 186 Nº 7a-57,6788009,Privada,1,4.762917,-74.0288877,Usaquén
67,11,Bogotá D.C,11001,BOGOTÁ,"1,100,102,889",ANGIOGRAFIA DIGITAL S.A.S,"830,096,175",NO,AC 134 # 7 B- 83 CS 216,AC 134 # 7 B- 83 CS 216,5226020 - 5200004,Privada,1,4.7122448,-74.0320416,Usaquén
94,11,Bogotá D.C,11001,BOGOTÁ,"1,100,103,863",OPTICA ALEMANA EYH SCHMIDT SA,"860,008,392",NO,AC 19 # 9 47,AC 19 # 9 47,3348891,Privada,1,4.6069553,-74.0739086,Santa Fe
98,11,Bogotá D.C,11001,BOGOTÁ,"1,100,103,998",FUNDACION DEL QUEMADO,"830,003,252",NO,CL 128 B # 59 B 20,CL 128 B # 59 B 20,6433318,Privada,1,4.7177364,-74.07292960000001,Suba
101,11,Bogotá D.C,11001,BOGOTÁ,"1,100,104,052",CONSULTORIO DE RADIOLOGIA ORAL COUNTRY LTDA.,"800,121,035",NO,CL 85 N. 12 10 OF 408,CL 85 N. 12 10 OF 408,6293929,Privada,1,4.6685854,-74.05248379999999,Chapinero
110,11,Bogotá D.C,11001,BOGOTÁ,"1,100,104,404",UNIDAD MEDICA DIAGNOSTICA ESPINOSA GOMEZ SAS,"860,072,417",NO,CL 64 N. 7-89,CL 64 N. 7-89,3450900 EXT 103,Privada,1,4.6496226,-74.0600039,Chapinero
111,11,Bogotá D.C,11001,BOGOTÁ,"1,100,104,442",FUNDACION CENTRO DE PSICOLOGIA CLINICA Y DE FAMILIA ANITA,"830,110,098",NO,KR 70 D No.  48A-78,KR 70 D No.  48A-78,4109944,Privada,1,4.6657975,-74.10814409999999,Engativá
118,11,Bogotá D.C,11001,BOGOTÁ,"1,100,104,573",FUNDACION AVANTE,"830,099,027",NO,Carrera 65 No. 4 G - 30 - Barrio:La Pradera,Carrera 65 No. 4 G - 30 - Barrio:La Pradera,5164941,Privada,3,4.6263591,-74.1200266,Puente Aranda
130,11,Bogotá D.C,11001,BOGOTÁ,"1,100,105,227",LA FONT S.A.S.,"860,073,087",NO,Kr 16 Nº 86 B 52,Kr 16 Nº 86 B 52,5938150,Privada,1,4.6721441,-74.0544385,Chapinero
154,11,Bogotá D.C,11001,BOGOTÁ,"1,100,105,766",FUNDACION OPERACION SONRISA COLOMBIA,"800,252,821",NO,CALLE 90 No 19C-41,CALLE 90 No 19C-41,6210069,Privada,1,4.6767807,-74.0579097,Chapinero
175,11,Bogotá D.C,11001,BOGOTÁ,"1,100,106,422",LABORATORIO INMUNO CLINICO S.A.S,"860,350,421",NO,CALLE 90 # 19A-49 CONSULTORIO 701 - Barrio:CHICO,CALLE 90 # 19A-49 CONSULTORIO 701 - Barrio:CHICO,2187627,Privada,2,4.6763765,-74.0574137,Chapinero
176,11,Bogotá D.C,11001,BOGOTÁ,"1,100,106,447",FUNDACION ABOOD SHAIO,"860,006,656",NO,DIAG 115 A  # 70 C 75,DIAG 115 A  # 70 C 75,2261025,Privada,1,4.6983914,-74.0724903,Suba
185,11,Bogotá D.C,11001,BOGOTÁ,"1,100,106,725",CENTRO DE ESPECIALISTAS DIAGNOSTICO TRATAMIENTOS CEDIT SAS,"830,114,846",NO,CALLE 40 SUR No 73D-12,CALLE 40 SUR No 73D-12,4505560,Privada,1,4.6157745,-74.15212319999999,Kennedy
189,11,Bogotá D.C,11001,BOGOTÁ,"1,100,106,777",SAN CHARBEL SAS,"830,090,760",NO,CR.21 No.53-32 P1 - Barrio:GALERIAS,CR.21 No.53-32 P1 - Barrio:GALERIAS,7046410/11/08,Privada,3,4.6417378,-74.0718019,Teusaquillo
199,11,Bogotá D.C,11001,BOGOTÁ,"1,100,107,037",POLICLINICO SOCIAL DEL NORTE LTDA,"800,177,014",NO,KRA 8 H # 164 B 19,KRA 8 H # 164 B 19,6774390,Privada,1,4.7424634,-74.0309004,Usaquén
206,11,Bogotá D.C,11001,BOGOTÁ,"1,100,107,189",SISMEDICA SOCIEDAD POR ACCIONES SIMPLIFICADA,"830,015,870",,Calle 4 No 71D-73,Calle 4 No 71D-73,3212035725 - 3105774898,Privada,1,4.6195686,-74.1384221,Kennedy
219,11,Bogotá D.C,11001,BOGOTÁ,"1,100,107,481",OFTALMOSANITAS SAS,"830,103,525",NO,CL 134 # 7 B- 83 CONS 307 AL 311  313 AL 317 Y 620,CL 134 # 7 B- 83 CONS 307 AL 311  313 AL 317 Y 620,6273477,Privada,1,4.7122297,-74.0320326,Usaquén
237,11,Bogotá D.C,11001,BOGOTÁ,"1,100,107,768",CENTRO DE REHABILITACION PARA NIÑOS CON LABIO Y PALADAR FISURADO - FISULAB,"830,075,397",NO,Calle 161 A N. 21-35 - Barrio:Orquideas,Calle 161 A N. 21-35 - Barrio:Orquideas,3146426,Privada,2,4.7420466,-74.0459625,Usaquén
241,11,Bogotá D.C,11001,BOGOTÁ,"1,100,107,788",CLINICA LA SABANA S.A,"800,017,308",NO,AV 19 # 102 53 Piso 1 y Piso 7,AV 19 # 102 53 Piso 1 y Piso 7,6221120  - 7953111,Privada,1,4.6884141,-74.051998,Usaquén
251,11,Bogotá D.C,11001,BOGOTÁ,"1,100,107,930",ENDO MEDICA LTDA,"830,057,319",NO,AV CR 20 N 81 54 CS 202,AV CR 20 N 81 54 CS 202,5302268,Privada,1,4.6691541,-74.05964829999999,Chapinero
262,11,Bogotá D.C,11001,BOGOTÁ,"1,100,108,122",CLINICAS JASBAN SAS,"800,090,416",NO,AC 24 # 72B-94,AC 24 # 72B-94,3143945985 - 4169570,Privada,1,4.6653901,-74.1180498,Fontibón
279,11,Bogotá D.C,11001,BOGOTÁ,"1,100,108,403",RED ORAL LTDA,"830,057,559",NO,CRA 82 # 23C- 24,CRA 82 # 23C- 24,2734079,Privada,1,4.6677079,-74.124141,Fontibón
282,11,Bogotá D.C,11001,BOGOTÁ,"1,100,108,450",UNIDAD CARDIOFETAL LTDA,"800,129,799",,CL 90 # 19 A -49 OF 205,CL 90 # 19 A -49 OF 205,2189878 - 466 04 09 - 3152444038,Privada,1,4.6763237,-74.05724160000001,Chapinero
290,11,Bogotá D.C,11001,BOGOTÁ,"1,100,108,620",CLINICA ODONTOLOGICA DEL OCCIDENTE I P S  SAS,"830,087,784",NO,AK 24 # 43 A 84,AC 24 # 43 A 84,2446115,Privada,1,4.5979284,-74.09547429999999,Los Mártires
293,11,Bogotá D.C,11001,BOGOTÁ,"1,100,108,642",ACONIR ASOCIACION COLOMBIANA PRO - NIÑO RETARDADO MENTAL,"800,036,522",NO,AC 153 # 106A 88 PISO 1,CALLE 153 # 106 A 88 1°  PISO,6921552,Privada,1,4.7559466,-74.0937902,Suba
298,11,Bogotá D.C,11001,BOGOTÁ,"1,100,108,694",SERVICIOS DE SALUD OCUPACIONAL UNIMSALUD SAS,"830,011,008",NO,CALLE 72 A No 20 C 55 - Barrio:SAN FELIPE,CALLE 72 A No 20 C 55 - Barrio:SAN FELIPE,2359599,Privada,3,4.6622876,-74.0651999,Barrios Unidos
305,11,Bogotá D.C,11001,BOGOTÁ,"1,100,108,858",MEDICINA NUCLEAR DEL OCCIDENTE LTDA,"830,005,816",NO,UPZ Américas #71C-29,AV DE LAS AMERICAS # 71 C 29,2909992,Privada,1,4.6293651,-74.1356482,Kennedy
318,11,Bogotá D.C,11001,BOGOTÁ,"1,100,109,104",CLINICA JUAN N CORPAS LTDA,"830,113,849",NO,KR 111 # 159 A 61,KR 111 # 159 A 61,6865000 ext 171- 3204594468,Privada,1,4.7614465,-74.0924607,Suba
322,11,Bogotá D.C,11001,BOGOTÁ,"1,100,109,116",FUNDACION CLINICA HOSPITAL JUAN N CORPAS Y CENTROS ASISTENCIALES AFINES,"860,055,083",NO,Carrera 111 159 A - 61,Carrera 111 159 A - 61,6865014,Privada,1,4.7614465,-74.0924607,Suba
324,11,Bogotá D.C,11001,BOGOTÁ,"1,100,109,143",UNION MEDICA DEL NORTE SAS,"800,166,536",NO,CL 129 B # 92 B 09,CL 129 B # 92 B 09,7438163 - 7025526,Privada,1,4.7252405,-74.09061249999999,Suba
325,11,Bogotá D.C,11001,BOGOTÁ,"1,100,109,145",Fundación Centro Materno Infantil Nuestra Señora de Belén,"860,053,505",NO,KR 93 # 129 A 64 PISO 4,KR 93 # 129 A 64 PISO 4,7438163,Privada,1,4.7250939,-74.0908426,Suba
328,11,Bogotá D.C,11001,BOGOTÁ,"1,100,109,184",TERAPISTAS DEL COUNTRY LTDA,"800,026,296",NO,CARRERA 16 N82-51 CONSULTORIO 802 - Barrio:ANTIGUO COUNTRY,CARRERA 16 N82-51 CONSULTORIO 802 - Barrio:ANTIGUO COUNTRY,6183507-2571440,Privada,8,4.6687021,-74.0565555,Chapinero
330,11,Bogotá D.C,11001,BOGOTÁ,"1,100,109,186",CLINICA COLSANITAS S.A.,"800,149,384",NO,AC 100 11 B 67,AC 100 11 B 67,6252111,Privada,8,4.6833846,-74.0457577,Chapinero
337,11,Bogotá D.C,11001,BOGOTÁ,"1,100,109,291",PORSALUD SAS,"800,230,659",NO,CL 145 A # 94 A 17,CL 145 A # 94 A 17,7462753,Privada,1,4.7393367,-74.086984,Suba
342,11,Bogotá D.C,11001,BOGOTÁ,"1,100,109,424",FUNDACION MEDICA MIRA TU SALUD,"830,104,032",,CL 24 A SUR # 68 H 66,CL 24 A SUR # 68 H 66,4173145,Privada,2,4.6128044,-74.13253519999999,Kennedy
356,11,Bogotá D.C,11001,BOGOTÁ,"1,100,109,666",CLINICA DEL OCCIDENTE S.A.,"860,090,566",NO,AV. las Américas #71C-29,AV DE LAS AMERICAS  # 71 C 29,4254620 Ext 671,Privada,1,4.6295919,-74.1357577,Kennedy
387,11,Bogotá D.C,11001,BOGOTÁ,"1,100,110,816",JGC MEDISERVICIOS LTDA,"800,222,326",NO,CARRERA 52 NO 67 A - 71  CONSULTORIO 212,CARRERA 52 NO 67 A - 71  CONSULTORIO 212,6233368,Privada,1,4.6654064,-74.0779657,Barrios Unidos
393,11,Bogotá D.C,11001,BOGOTÁ,"1,100,111,042",COORDINADORA DE SERVICIOS Y REPRESENTACIONES LTDA COORDISER LTDA,"830,050,204",NO,CALLE 25g No 73b - 57,CALLE 25g No 73b - 57,3173318128  / 3173318160,Privada,1,4.6675102,-74.11408680000001,Fontibón
395,11,Bogotá D.C,11001,BOGOTÁ,"1,100,111,076",PROSALUD SOCIEDAD POR ACCIONES SIMPLIFICADA  PROSALUD SAS,"860,069,614",NO,CRA 13 # 77 A 22,CRA 13 # 77 A 22,6917272,Privada,1,4.6633948,-74.0570235,Chapinero
417,11,Bogotá D.C,11001,BOGOTÁ,"1,100,112,751",CORPORACIÓN NUESTRA IPS,"830,128,856",NO,AV CALLE 80 No.116 B 35 - Barrio:CORTIJO,AV CALLE 80 No.116 B 35 - Barrio:CORTIJO,3008961380-3005024559,Privada,38,4.7247233,-74.1243166,Engativá
433,11,Bogotá D.C,11001,BOGOTÁ,"1,100,113,706",UMI EMERGENCIAS S.A.S,"830,503,003",,AC 127 # 19A 44 CS 501 y  517,AC 127 # 19A 44 CS 501 y  517,7454542,Privada,1,4.7061683,-74.0500686,Usaquén
441,11,Bogotá D.C,11001,BOGOTÁ,"1,100,114,243",CLINICA DENTAL MILLENIUM S.A.S,"900,011,191",NO,CL 79 # 89 A 40 LC 226,CL 79 # 89 A 40 LC 226,5206974 - 5374741,Privada,1,4.70349,-74.1027872,Engativá
442,11,Bogotá D.C,11001,BOGOTÁ,"1,100,114,291",Colombiana de Trasplantes SAS,"830,120,157",,AV CARRERA 30 47 A 74,AV CARRERA 30 47 A 74,18000180280,Privada,2,4.6378629,-74.07875059999999,Teusaquillo
445,11,Bogotá D.C,11001,BOGOTÁ,"1,100,114,456",SANAR REHABILITACION INTEGRAL SAS,"900,014,038",,AC 3 27 45,AC 3 27 45,2374625,Privada,1,4.601657100000001,-74.0981141,Los Mártires
462,11,Bogotá D.C,11001,BOGOTÁ,"1,100,115,099",MESSER COLOMBIA S.A.,"860,005,114",NO,AK 14 No. 40A-04,AK 14 No. 40A-04,4254550- 3123511070- 3142314793,Privada,2,4.6280889,-74.0682229,Santa Fe
468,11,Bogotá D.C,11001,BOGOTÁ,"1,100,115,339",BOCAS CLINICA ODONTOLOGICA LTDA,"830,145,199",NO,Carrera 59 No. 44a 06,Carrera 59 No. 44a 06,2223037,Privada,1,4.6488936,-74.0938396,Teusaquillo
475,11,Bogotá D.C,11001,BOGOTÁ,"1,100,115,683",BLUE LASER MEDICINA INTEGRAL S.A,"900,073,623",NO,Calle 52 #71D - 37 Local 2,Calle 52 #71D - 37 Local 2,2951570 - 3144425643,Privada,1,4.6698217,-74.1077475,Engativá
481,11,Bogotá D.C,11001,BOGOTÁ,"1,100,115,879",ODONTOLOGOS COLOMBIANOS ESPECIALIZADOSLTDA,"900,070,486",NO,CARRERA 58 No 137B-38 piso 3,CARRERA 58 No 137B-38 piso 3,2 71 62 26,Privada,1,4.7279078,-74.0645715,Suba
483,11,Bogotá D.C,11001,BOGOTÁ,"1,100,115,930",ESPLENDENT S A S SIGLA ESPLENDENT,"830,098,835",NO,KR 59 A# 136 95 LC 203,KR 59 A# 136 95 LC 203,2538582,Privada,1,4.7368327,-74.09003729999999,Suba
491,11,Bogotá D.C,11001,BOGOTÁ,"1,100,116,133",FUNDACION HOSPITAL INFANTIL UNIVERSITARIO DE SAN JOSE,"900,098,476",NO,KR. 52 # 67 A 71,KR. 52 # 67 A 71,2310019,Privada,1,4.6654064,-74.0779657,Barrios Unidos
492,11,Bogotá D.C,11001,BOGOTÁ,"1,100,116,145",MEDICLINICO SANTA ANA IPS SAS,"900,102,024",NO,Calle 102 # 70 B 69,Calle 102 # 70 B 69,(601)7575143 - 3204789192,Privada,1,4.6965576,-74.0756169,Suba
493,11,Bogotá D.C,11001,BOGOTÁ,"1,100,116,171",HABLENAUD SAS,"900,095,652",NO,CL 8 SUR N 40 - 94,CL 8 SUR N 40 - 94,7275756,Privada,1,4.6065216,-74.11618349999999,Puente Aranda
498,11,Bogotá D.C,11001,BOGOTÁ,"1,100,116,253",ASMEDAN S.A.S ASOCIACION DE MEDICOS Y ANESTESIOLOGOS,"830,098,775",NO,AV 1 MAYO # 34- 41 - Barrio:SAN JORGE,AV 1 MAYO # 34- 41 - Barrio:SAN JORGE,3155997385,Privada,2,4.5952148,-74.1131922,Antonio Nariño
510,11,Bogotá D.C,11001,BOGOTÁ,"1,100,116,467",Centro de Aprendizaje y Desarrollo San Angel SAS,"900,043,810",NO,CARRERA 17A # 119A-38,CARRERA 17A # 119A-38,2138421,Privada,1,4.699929,-74.046503,Usaquén
518,11,Bogotá D.C,11001,BOGOTÁ,"1,100,116,767",SERVICIOS MEDICO TERAPEUTICOS  DOMICILIARIOS SANISALUD SAS,"830,514,020",,Calle 59A Bis # 5 - 40 Consultorio 103,Calle 59 A Bis # 5 - 40 Consultorio 103,3123864505,Privada,1,4.6448931,-74.0608365,Chapinero
521,11,Bogotá D.C,11001,BOGOTÁ,"1,100,116,939",COMPAÑIA DE MEDICINA PREPAGADA COLSANITAS S A,"860,078,828",,AC 100 No. 11B-67,AC 100 No. 11B-67,6466060,Privada,1,4.6833846,-74.0457577,Chapinero
536,11,Bogotá D.C,11001,BOGOTÁ,"1,100,117,255",CIFEL CENTRO DE INVESTIGACION EN FISIATRIA Y ELECTRODIAGNOSTICO S.A.S. Sigla: CIFEL S.A.S,"900,129,308",NO,AC 26 69 C 03 TO B OF 601,AC 26 69 C 03 TO B OF 601,7447107 - 3175759331,Privada,1,4.6600994,-74.10855769999999,Fontibón
540,11,Bogotá D.C,11001,BOGOTÁ,"1,100,117,313",IPS DENTI EXPRESS E U,"900,127,946",,Cra 63 No 57 B - 27 SUR,Cra 63 No 57 B - 27 SUR,7100164 - 3133533818,Privada,1,4.5996959,-74.1546017,Bosa
552,11,Bogotá D.C,11001,BOGOTÁ,"1,100,117,476",ODONTO IMAGEN Clínica Odontológica Integral Ltda,"900,138,545",NO,CARRERA 77 A #64f-63,CARRERA 77 A #64f-63,4887717-3162349066-3138503232,Privada,1,4.680866,-74.1076124,Engativá
560,11,Bogotá D.C,11001,BOGOTÁ,"1,100,117,586",BUITRAGO & AVILA LTDA,"900,161,587",,AV 1 DE MAYO # 52 A 96 SUR,AV 1 DE MAYO # 52 A 96 SUR,4073398,Privada,1,4.6070682,-74.1269119,Puente Aranda
565,11,Bogotá D.C,11001,BOGOTÁ,"1,100,117,658",GRUPO DE INVERSIONES EMPRESARIALES SAS  GIEM SAS,"900,127,106",NO,AC 26 # 68 C 61 - LCO 107,AC 26 # 68 C 61 - LCO 107,7461111 - 3107862504 - 4273466 - 3204880062 - 3107865147,Privada,1,4.6564842,-74.1061599,Fontibón
568,11,Bogotá D.C,11001,BOGOTÁ,"1,100,117,699",ORGANIZACION GLOBALDENT SAS,"900,160,430",NO,TRANVERSAL 73D N 39 A 37 SUR PISO 1 - Barrio:KENNEDY,TRANVERSAL 73D N 39 A 37 SUR PISO 1 - Barrio:KENNEDY,2658408,Privada,18,4.6174723,-74.1520885,Kennedy
571,11,Bogotá D.C,11001,BOGOTÁ,"1,100,117,711",unidad medica rafha sas,"900,167,710",,KR 110 # 70 A 46,KR 110 # 70 A 46,4345234-3124136902,Privada,1,4.7067815,-74.1269239,Engativá
574,11,Bogotá D.C,11001,BOGOTÁ,"1,100,117,721",UNIDAD CLINICA ODONTOLOGICA KENNEDY SAS,"900,172,185",NO,CARRERA 14 No 72A - 49 SUR,CARRERA 14 No 72 A - 49 SUR,3479770 - 3153500766,Privada,1,4.5197192,-74.1174065,Usme
576,11,Bogotá D.C,11001,BOGOTÁ,"1,100,117,729",ZONAMEDICA MR SAS,"900,170,994",,AK 28 n. 41-36 - Barrio:La Soledad,AK 28 n. 41-36 - Barrio:La Soledad,7514626 - 3194771966,Privada,3,4.6326665,-74.0790062,Teusaquillo
578,11,Bogotá D.C,11001,BOGOTÁ,"1,100,117,738",Previtest S.A IPS,"900,160,308",NO,Calle 121 No 14B - 55,Calle 121 No 14B - 55,7464793 - 3046341981,Privada,1,4.700365800000001,-74.0425559,Usaquén
579,11,Bogotá D.C,11001,BOGOTÁ,"1,100,117,744",OPTICAS ABC LIMITADA,"800,102,107",NO,AVENIDA CARRERA 45 No 159-50 Piso 2,AVENIDA CARRERA 45 No 159-50 P-2,6782077,Privada,1,4.7400497,-74.047813,Usaquén
580,11,Bogotá D.C,11001,BOGOTÁ,"1,100,117,745",UNIDAD MEDICA Y ODONTOLOGICA SANTA PILAR E.U.,"900,173,431",NO,AVENIDA CARACAS CR 14 74 C 03 SUR,AVENIDA CARACAS CR 14 74 C 03 SUR,7612926 - 7623394 - 3008010381,Privada,1,4.6050798,-74.0789669,Los Mártires
589,11,Bogotá D.C,11001,BOGOTÁ,"1,100,117,837",MEDICINA INTEGRAL SAN SALVADOR EU,"900,177,671",NO,Cl. 42 F SUR No. 79 -06 IN 1,Cl. 42 F SUR No. 79 -06 IN 1,2654673 - 3118170262,Privada,1,4.6202159,-74.1644225,Kennedy
592,11,Bogotá D.C,11001,BOGOTÁ,"1,100,117,870",GLOBAL LIFE AMBULANCIAS SAS,"900,171,211",NO,CALLE 163 No. 16 C 62,CALLE 163 No. 16 C 62,3102842445,Privada,1,4.7422922,-74.0402366,Usaquén
595,11,Bogotá D.C,11001,BOGOTÁ,"1,100,117,914",CORPOESCULTURA  IPS  E.U,"900,173,342",NO,AV 15 # 118 41 CS 403-404-405-406-103,AV 15 # 118 41 CS 403-404-405-406-103,6127564,Privada,1,4.6978273,-74.0434839,Usaquén
597,11,Bogotá D.C,11001,BOGOTÁ,"1,100,117,927",POLICLINICO INTEGRAL DE BOSA LIMITADA,"900,177,273",,KR 77 J # 63 10 SUR piso 1 y 2,KR 77 J # 63 10 SUR piso 1 y 2,7809440,Privada,1,4.5973871,-74.179462,Bosa
